INFO 2025-10-01 14:08:17,663 autoreload Watching for file changes with StatReloader
INFO 2025-10-01 14:32:38,910 basehttp "GET /api-auth/login/?next=/api/ HTTP/1.1" 200 2705
WARNING 2025-10-01 14:32:42,097 log Not Found: /@vite/client
WARNING 2025-10-01 14:32:42,101 basehttp "GET /@vite/client HTTP/1.1" 404 2558
INFO 2025-10-01 14:32:50,908 basehttp "POST /api-auth/login/ HTTP/1.1" 200 2944
WARNING 2025-10-01 14:32:51,066 log Not Found: /@vite/client
WARNING 2025-10-01 14:32:51,069 basehttp "GET /@vite/client HTTP/1.1" 404 2558
INFO 2025-10-01 14:38:33,945 basehttp "GET /admin/ HTTP/1.1" 302 0
INFO 2025-10-01 14:38:34,893 basehttp "GET /admin/login/?next=/admin/ HTTP/1.1" 200 4181
INFO 2025-10-01 14:38:35,392 basehttp "GET /static/admin/css/dark_mode.css HTTP/1.1" 200 2929
INFO 2025-10-01 14:38:35,400 basehttp "GET /static/admin/css/base.css HTTP/1.1" 200 21310
INFO 2025-10-01 14:38:35,506 basehttp "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 200 2694
INFO 2025-10-01 14:38:35,868 basehttp "GET /static/admin/css/login.css HTTP/1.1" 200 958
INFO 2025-10-01 14:38:35,880 basehttp "GET /static/admin/css/responsive.css HTTP/1.1" 200 18559
INFO 2025-10-01 14:38:35,978 basehttp "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 200 3063
INFO 2025-10-01 14:38:36,017 basehttp "GET /static/admin/js/theme.js HTTP/1.1" 200 1943
INFO 2025-10-01 14:38:54,441 basehttp "POST /admin/login/?next=/admin/ HTTP/1.1" 200 4342
INFO 2025-10-01 14:39:04,808 basehttp "POST /admin/login/?next=/admin/ HTTP/1.1" 200 4342
INFO 2025-10-01 14:39:47,016 basehttp "GET /admin/?ide_webview_request_time=1759309786474 HTTP/1.1" 302 0
INFO 2025-10-01 14:39:47,067 basehttp "GET /admin/login/?next=/admin/%3Fide_webview_request_time%3D1759309786474 HTTP/1.1" 200 4263
INFO 2025-10-01 14:39:49,251 basehttp "GET /static/admin/css/dark_mode.css HTTP/1.1" 200 2929
INFO 2025-10-01 14:39:49,254 basehttp "GET /static/admin/css/base.css HTTP/1.1" 200 21310
INFO 2025-10-01 14:39:49,296 basehttp "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 200 2694
INFO 2025-10-01 14:39:49,297 basehttp "GET /static/admin/css/login.css HTTP/1.1" 200 958
INFO 2025-10-01 14:39:49,446 basehttp "GET /static/admin/css/responsive.css HTTP/1.1" 200 18559
INFO 2025-10-01 14:39:49,458 basehttp "GET /static/admin/js/theme.js HTTP/1.1" 200 1943
INFO 2025-10-01 14:39:49,488 basehttp "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 200 3063
WARNING 2025-10-01 14:39:51,242 log Not Found: /@vite/client
WARNING 2025-10-01 14:39:51,257 basehttp "GET /@vite/client HTTP/1.1" 404 2558
INFO 2025-10-01 14:40:09,106 basehttp "POST /admin/login/?next=/admin/%3Fide_webview_request_time%3D1759309786474 HTTP/1.1" 200 4424
WARNING 2025-10-01 14:40:09,326 log Not Found: /@vite/client
WARNING 2025-10-01 14:40:09,330 basehttp "GET /@vite/client HTTP/1.1" 404 2558
INFO 2025-10-01 14:40:34,923 basehttp "POST /admin/login/?next=/admin/%3Fide_webview_request_time%3D1759309786474 HTTP/1.1" 200 4424
WARNING 2025-10-01 14:40:35,074 log Not Found: /@vite/client
WARNING 2025-10-01 14:40:35,088 basehttp "GET /@vite/client HTTP/1.1" 404 2558
INFO 2025-10-01 14:41:48,773 basehttp "POST /admin/login/?next=/admin/%3Fide_webview_request_time%3D1759309786474 HTTP/1.1" 200 4424
WARNING 2025-10-01 14:41:48,919 log Not Found: /@vite/client
WARNING 2025-10-01 14:41:48,925 basehttp "GET /@vite/client HTTP/1.1" 404 2558
INFO 2025-10-01 14:42:05,314 basehttp "GET /?ide_webview_request_time=1759309924867 HTTP/1.1" 302 0
WARNING 2025-10-01 14:42:05,346 log Forbidden: /api/
WARNING 2025-10-01 14:42:05,385 basehttp "GET /api/ HTTP/1.1" 403 4940
INFO 2025-10-01 14:42:05,483 basehttp "GET /static/rest_framework/css/bootstrap.min.css HTTP/1.1" 200 121457
INFO 2025-10-01 14:42:05,504 basehttp "GET /static/rest_framework/css/bootstrap-tweaks.css HTTP/1.1" 200 3426
INFO 2025-10-01 14:42:05,587 basehttp "GET /static/rest_framework/css/default.css HTTP/1.1" 200 1152
INFO 2025-10-01 14:42:05,642 basehttp "GET /static/rest_framework/css/prettify.css HTTP/1.1" 200 817
INFO 2025-10-01 14:42:05,738 basehttp "GET /static/rest_framework/js/jquery-3.7.1.min.js HTTP/1.1" 200 87533
INFO 2025-10-01 14:42:05,864 basehttp "GET /static/rest_framework/js/ajax-form.js HTTP/1.1" 200 3796
INFO 2025-10-01 14:42:05,876 basehttp "GET /static/rest_framework/js/load-ajax-form.js HTTP/1.1" 200 59
INFO 2025-10-01 14:42:05,889 basehttp "GET /static/rest_framework/img/grid.png HTTP/1.1" 200 1458
INFO 2025-10-01 14:42:05,920 basehttp "GET /static/rest_framework/js/csrf.js HTTP/1.1" 200 1793
INFO 2025-10-01 14:42:06,060 basehttp "GET /static/rest_framework/js/bootstrap.min.js HTTP/1.1" 200 39680
INFO 2025-10-01 14:42:06,192 basehttp "GET /static/rest_framework/js/prettify-min.js HTTP/1.1" 200 13632
INFO 2025-10-01 14:42:06,282 basehttp "GET /static/rest_framework/js/default.js HTTP/1.1" 200 1268
WARNING 2025-10-01 14:42:06,467 log Not Found: /@vite/client
WARNING 2025-10-01 14:42:06,473 basehttp "GET /@vite/client HTTP/1.1" 404 2558
INFO 2025-10-01 14:42:08,853 basehttp "GET /api-auth/login/?next=/api/ HTTP/1.1" 200 2705
WARNING 2025-10-01 14:42:09,036 log Not Found: /@vite/client
WARNING 2025-10-01 14:42:09,040 basehttp "GET /@vite/client HTTP/1.1" 404 2558
INFO 2025-10-01 14:42:22,361 basehttp "POST /api-auth/login/ HTTP/1.1" 200 2943
WARNING 2025-10-01 14:42:22,490 log Not Found: /@vite/client
WARNING 2025-10-01 14:42:22,496 basehttp "GET /@vite/client HTTP/1.1" 404 2558
INFO 2025-10-01 14:42:32,634 basehttp "GET /admin/ HTTP/1.1" 302 0
INFO 2025-10-01 14:42:32,773 basehttp "GET /admin/login/?next=/admin/ HTTP/1.1" 200 4181
INFO 2025-10-01 14:42:40,984 basehttp "GET /admin/login/?next=%2Fadmin%2F&ide_webview_request_time=1759309960951 HTTP/1.1" 200 4228
INFO 2025-10-01 14:42:41,709 basehttp "GET /static/admin/css/base.css HTTP/1.1" 200 21310
INFO 2025-10-01 14:42:41,766 basehttp "GET /static/admin/css/dark_mode.css HTTP/1.1" 200 2929
INFO 2025-10-01 14:42:41,767 basehttp "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 200 2694
INFO 2025-10-01 14:42:41,805 basehttp "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 200 3063
INFO 2025-10-01 14:42:41,809 basehttp "GET /static/admin/css/login.css HTTP/1.1" 200 958
INFO 2025-10-01 14:42:41,818 basehttp "GET /static/admin/js/theme.js HTTP/1.1" 200 1943
INFO 2025-10-01 14:42:41,824 basehttp "GET /static/admin/css/responsive.css HTTP/1.1" 200 18559
WARNING 2025-10-01 14:42:42,095 log Not Found: /@vite/client
WARNING 2025-10-01 14:42:42,099 basehttp "GET /@vite/client HTTP/1.1" 404 2558
INFO 2025-10-01 14:42:54,755 basehttp "POST /admin/login/?next=%2Fadmin%2F&ide_webview_request_time=1759309960951 HTTP/1.1" 200 4389
WARNING 2025-10-01 14:42:54,893 log Not Found: /@vite/client
WARNING 2025-10-01 14:42:54,894 basehttp "GET /@vite/client HTTP/1.1" 404 2558
INFO 2025-10-01 14:46:23,230 basehttp "POST /admin/login/?next=%2Fadmin%2F&ide_webview_request_time=1759309960951 HTTP/1.1" 200 4389
WARNING 2025-10-01 14:46:23,575 log Not Found: /@vite/client
WARNING 2025-10-01 14:46:23,628 basehttp "GET /@vite/client HTTP/1.1" 404 2558
INFO 2025-10-01 14:47:44,674 basehttp "POST /admin/login/?next=%2Fadmin%2F&ide_webview_request_time=1759309960951 HTTP/1.1" 302 0
INFO 2025-10-01 14:47:44,774 basehttp "GET /admin/ HTTP/1.1" 200 5556
INFO 2025-10-01 14:47:44,832 basehttp "GET /static/admin/css/dashboard.css HTTP/1.1" 200 441
INFO 2025-10-01 14:47:44,878 basehttp "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 200 331
INFO 2025-10-01 14:47:44,942 basehttp "GET /static/admin/img/icon-changelink.svg HTTP/1.1" 200 380
WARNING 2025-10-01 14:47:45,024 log Not Found: /@vite/client
WARNING 2025-10-01 14:47:45,028 basehttp "GET /@vite/client HTTP/1.1" 404 2558
INFO 2025-10-01 14:47:56,648 basehttp "GET /admin/auth/user/ HTTP/1.1" 200 10439
INFO 2025-10-01 14:47:56,732 basehttp "GET /static/admin/css/changelists.css HTTP/1.1" 200 6566
INFO 2025-10-01 14:47:56,753 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2025-10-01 14:47:56,833 basehttp "GET /static/admin/js/actions.js HTTP/1.1" 200 7872
INFO 2025-10-01 14:47:56,848 basehttp "GET /static/admin/js/urlify.js HTTP/1.1" 200 7887
INFO 2025-10-01 14:47:56,933 basehttp "GET /static/admin/js/admin/RelatedObjectLookups.js HTTP/1.1" 200 8943
INFO 2025-10-01 14:47:57,000 basehttp "GET /static/admin/js/prepopulate.js HTTP/1.1" 200 1531
INFO 2025-10-01 14:47:57,050 basehttp "GET /static/admin/img/search.svg HTTP/1.1" 200 458
INFO 2025-10-01 14:47:57,097 basehttp "GET /static/admin/img/icon-yes.svg HTTP/1.1" 200 436
INFO 2025-10-01 14:47:57,137 basehttp "GET /static/admin/js/vendor/jquery/jquery.js HTTP/1.1" 200 292458
INFO 2025-10-01 14:47:57,151 basehttp "GET /static/admin/js/vendor/xregexp/xregexp.js HTTP/1.1" 200 232381
INFO 2025-10-01 14:47:57,365 basehttp "GET /static/admin/js/core.js HTTP/1.1" 200 5682
INFO 2025-10-01 14:47:57,428 basehttp "GET /static/admin/js/jquery.init.js HTTP/1.1" 200 347
INFO 2025-10-01 14:47:57,451 basehttp "GET /static/admin/js/filters.js HTTP/1.1" 200 978
INFO 2025-10-01 14:47:57,554 basehttp "GET /static/admin/img/sorting-icons.svg HTTP/1.1" 200 1097
INFO 2025-10-01 14:47:57,646 basehttp "GET /static/admin/img/tooltag-add.svg HTTP/1.1" 200 331
WARNING 2025-10-01 14:47:57,729 log Not Found: /@vite/client
WARNING 2025-10-01 14:47:57,744 basehttp "GET /@vite/client HTTP/1.1" 404 2558
INFO 2025-10-01 14:48:01,795 basehttp "GET /admin/ HTTP/1.1" 200 5556
WARNING 2025-10-01 14:48:01,981 log Not Found: /@vite/client
WARNING 2025-10-01 14:48:01,984 basehttp "GET /@vite/client HTTP/1.1" 404 2558
INFO 2025-10-01 14:48:04,188 basehttp "GET /admin/auth/group/ HTTP/1.1" 200 7251
INFO 2025-10-01 14:48:04,309 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3343
WARNING 2025-10-01 14:48:04,930 log Not Found: /@vite/client
WARNING 2025-10-01 14:48:04,947 basehttp "GET /@vite/client HTTP/1.1" 404 2558
INFO 2025-10-01 14:48:09,790 basehttp "GET /admin/auth/ HTTP/1.1" 200 5576
WARNING 2025-10-01 14:48:09,908 log Not Found: /@vite/client
WARNING 2025-10-01 14:48:09,909 basehttp "GET /@vite/client HTTP/1.1" 404 2558
INFO 2025-10-01 14:54:21,994 basehttp "GET / HTTP/1.1" 302 0
INFO 2025-10-01 14:54:22,092 basehttp "GET /api/ HTTP/1.1" 200 6414
INFO 2025-10-01 14:54:22,161 basehttp "GET /static/rest_framework/css/bootstrap.min.css HTTP/1.1" 304 0
INFO 2025-10-01 14:54:22,182 basehttp "GET /static/rest_framework/js/csrf.js HTTP/1.1" 304 0
INFO 2025-10-01 14:54:22,201 basehttp "GET /static/rest_framework/js/bootstrap.min.js HTTP/1.1" 304 0
INFO 2025-10-01 14:54:22,213 basehttp "GET /static/rest_framework/js/prettify-min.js HTTP/1.1" 304 0
INFO 2025-10-01 14:54:22,221 basehttp "GET /static/rest_framework/js/default.js HTTP/1.1" 304 0
INFO 2025-10-01 14:54:22,221 basehttp "GET /static/rest_framework/css/prettify.css HTTP/1.1" 304 0
INFO 2025-10-01 14:54:22,238 basehttp "GET /static/rest_framework/js/load-ajax-form.js HTTP/1.1" 304 0
INFO 2025-10-01 14:54:22,249 basehttp "GET /static/rest_framework/css/bootstrap-tweaks.css HTTP/1.1" 304 0
INFO 2025-10-01 14:54:22,266 basehttp "GET /static/rest_framework/js/jquery-3.7.1.min.js HTTP/1.1" 304 0
INFO 2025-10-01 14:54:22,281 basehttp "GET /static/rest_framework/css/default.css HTTP/1.1" 304 0
INFO 2025-10-01 14:54:22,296 basehttp "GET /static/rest_framework/js/ajax-form.js HTTP/1.1" 304 0
INFO 2025-10-01 14:54:22,307 basehttp "GET /static/rest_framework/img/grid.png HTTP/1.1" 304 0
WARNING 2025-10-01 14:54:22,464 log Not Found: /@vite/client
WARNING 2025-10-01 14:54:22,468 basehttp "GET /@vite/client HTTP/1.1" 404 2558
INFO 2025-10-01 14:54:26,864 basehttp "GET /admin/auth/ HTTP/1.1" 200 5576
WARNING 2025-10-01 14:54:26,988 log Not Found: /@vite/client
WARNING 2025-10-01 14:54:26,989 basehttp "GET /@vite/client HTTP/1.1" 404 2558
INFO 2025-10-01 14:54:29,814 basehttp "GET /admin/password_change/ HTTP/1.1" 200 6751
INFO 2025-10-01 14:54:29,898 basehttp "GET /static/admin/css/forms.css HTTP/1.1" 200 9090
INFO 2025-10-01 14:54:29,938 basehttp "GET /static/admin/css/widgets.css HTTP/1.1" 200 11921
WARNING 2025-10-01 14:54:30,045 log Not Found: /@vite/client
WARNING 2025-10-01 14:54:30,057 basehttp "GET /@vite/client HTTP/1.1" 404 2558
INFO 2025-10-01 14:54:32,986 basehttp "GET /admin/auth/ HTTP/1.1" 200 5576
WARNING 2025-10-01 14:54:33,144 log Not Found: /@vite/client
WARNING 2025-10-01 14:54:33,168 basehttp "GET /@vite/client HTTP/1.1" 404 2558
INFO 2025-10-01 19:01:39,544 autoreload Watching for file changes with StatReloader
INFO 2025-10-01 19:26:20,530 basehttp "GET / HTTP/1.1" 302 0
WARNING 2025-10-01 19:26:21,680 log Forbidden: /api/
WARNING 2025-10-01 19:26:21,812 basehttp "GET /api/ HTTP/1.1" 403 4940
INFO 2025-10-01 19:26:28,139 basehttp "GET /static/rest_framework/css/bootstrap-tweaks.css HTTP/1.1" 200 3426
INFO 2025-10-01 19:26:28,197 basehttp "GET /static/rest_framework/css/bootstrap.min.css HTTP/1.1" 200 121457
INFO 2025-10-01 19:26:28,637 basehttp "GET /static/rest_framework/js/csrf.js HTTP/1.1" 200 1793
INFO 2025-10-01 19:26:28,750 basehttp "GET /static/rest_framework/js/bootstrap.min.js HTTP/1.1" 200 39680
INFO 2025-10-01 19:26:28,842 basehttp "GET /static/rest_framework/js/default.js HTTP/1.1" 200 1268
INFO 2025-10-01 19:26:28,896 basehttp "GET /static/rest_framework/js/prettify-min.js HTTP/1.1" 200 13632
INFO 2025-10-01 19:26:28,916 basehttp "GET /static/rest_framework/js/load-ajax-form.js HTTP/1.1" 200 59
INFO 2025-10-01 19:26:28,991 basehttp "GET /static/rest_framework/css/prettify.css HTTP/1.1" 200 817
INFO 2025-10-01 19:26:29,817 basehttp "GET /static/rest_framework/css/default.css HTTP/1.1" 200 1152
INFO 2025-10-01 19:26:29,937 basehttp "GET /static/rest_framework/js/ajax-form.js HTTP/1.1" 200 3796
INFO 2025-10-01 19:26:30,141 basehttp "GET /static/rest_framework/js/jquery-3.7.1.min.js HTTP/1.1" 200 87533
WARNING 2025-10-01 20:36:56,269 log Forbidden: /api/cameras/
WARNING 2025-10-01 20:36:56,297 basehttp "GET /api/cameras/ HTTP/1.1" 403 58
WARNING 2025-10-01 20:36:56,307 log Forbidden: /api/cameras/
WARNING 2025-10-01 20:36:56,341 basehttp "GET /api/cameras/ HTTP/1.1" 403 58
INFO 2025-10-02 11:47:05,047 autoreload Watching for file changes with StatReloader
INFO 2025-10-02 11:47:37,927 autoreload Watching for file changes with StatReloader
INFO 2025-10-02 11:47:53,297 basehttp "GET / HTTP/1.1" 302 0
WARNING 2025-10-02 11:47:54,821 log Forbidden: /api/
WARNING 2025-10-02 11:47:54,843 basehttp "GET /api/ HTTP/1.1" 403 4940
INFO 2025-10-02 11:47:59,688 basehttp "GET /static/rest_framework/css/bootstrap-tweaks.css HTTP/1.1" 200 3426
INFO 2025-10-02 11:47:59,693 basehttp "GET /static/rest_framework/css/prettify.css HTTP/1.1" 200 817
INFO 2025-10-02 11:47:59,708 basehttp "GET /static/rest_framework/css/default.css HTTP/1.1" 200 1152
INFO 2025-10-02 11:47:59,789 basehttp "GET /static/rest_framework/css/bootstrap.min.css HTTP/1.1" 200 121457
INFO 2025-10-02 11:47:59,888 basehttp "GET /static/rest_framework/js/csrf.js HTTP/1.1" 200 1793
INFO 2025-10-02 11:48:00,033 basehttp "GET /static/rest_framework/js/default.js HTTP/1.1" 200 1268
INFO 2025-10-02 11:48:00,067 basehttp "GET /static/rest_framework/js/bootstrap.min.js HTTP/1.1" 200 39680
INFO 2025-10-02 11:48:00,134 basehttp "GET /static/rest_framework/js/ajax-form.js HTTP/1.1" 200 3796
INFO 2025-10-02 11:48:00,135 basehttp "GET /static/rest_framework/js/load-ajax-form.js HTTP/1.1" 200 59
INFO 2025-10-02 11:48:00,144 basehttp "GET /static/rest_framework/img/grid.png HTTP/1.1" 200 1458
INFO 2025-10-02 11:48:00,296 basehttp "GET /static/rest_framework/js/prettify-min.js HTTP/1.1" 200 13632
INFO 2025-10-02 11:48:00,384 basehttp "GET /static/rest_framework/js/jquery-3.7.1.min.js HTTP/1.1" 200 87533
WARNING 2025-10-02 11:48:01,457 log Not Found: /favicon.ico
WARNING 2025-10-02 11:48:01,460 basehttp "GET /favicon.ico HTTP/1.1" 404 2555
INFO 2025-10-02 11:48:08,212 basehttp "GET /api-auth/login/?next=/api/ HTTP/1.1" 200 2705
INFO 2025-10-02 11:49:06,415 basehttp "POST /api-auth/login/ HTTP/1.1" 200 2943
INFO 2025-10-02 11:49:26,278 basehttp "POST /api-auth/login/ HTTP/1.1" 200 2943
INFO 2025-10-02 11:49:50,668 basehttp "POST /api-auth/login/ HTTP/1.1" 200 2943
INFO 2025-10-02 11:49:58,830 basehttp "POST /api-auth/login/ HTTP/1.1" 302 0
INFO 2025-10-02 11:49:58,928 basehttp "GET /api/ HTTP/1.1" 200 6414
INFO 2025-10-02 11:50:25,678 basehttp "OPTIONS /api/ HTTP/1.1" 200 6121
INFO 2025-10-02 11:50:27,296 basehttp "OPTIONS /api/ HTTP/1.1" 200 6121
INFO 2025-10-02 12:13:26,564 autoreload Watching for file changes with StatReloader
INFO 2025-10-02 12:13:32,947 basehttp "GET / HTTP/1.1" 302 0
INFO 2025-10-02 12:13:33,577 basehttp "GET /api/ HTTP/1.1" 200 6414
WARNING 2025-10-02 12:13:35,780 log Not Found: /favicon.ico
WARNING 2025-10-02 12:13:35,795 basehttp "GET /favicon.ico HTTP/1.1" 404 2555
WARNING 2025-10-02 12:13:40,462 log Not Found: /api/login
WARNING 2025-10-02 12:13:40,469 basehttp "GET /api/login HTTP/1.1" 404 10689
WARNING 2025-10-02 12:13:44,156 log Not Found: /login
WARNING 2025-10-02 12:13:44,162 basehttp "GET /login HTTP/1.1" 404 2537
INFO 2025-10-02 12:39:00,505 basehttp "GET / HTTP/1.1" 302 0
INFO 2025-10-02 12:39:00,811 basehttp "GET /api/ HTTP/1.1" 200 6414
ERROR 2025-10-02 12:40:01,020 log Internal Server Error: /api/cameras/
Traceback (most recent call last):
  File "C:\Users\Shubham\AppData\Local\Programs\Python\Python39\lib\site-packages\django\db\backends\utils.py", line 89, in _execute
    return self.cursor.execute(sql, params)
  File "C:\Users\Shubham\AppData\Local\Programs\Python\Python39\lib\site-packages\django\db\backends\sqlite3\base.py", line 328, in execute
    return super().execute(query, params)
sqlite3.OperationalError: no such table: anpr_cameras_camera

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "C:\Users\Shubham\AppData\Local\Programs\Python\Python39\lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
  File "C:\Users\Shubham\AppData\Local\Programs\Python\Python39\lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "C:\Users\Shubham\AppData\Local\Programs\Python\Python39\lib\site-packages\django\views\decorators\csrf.py", line 56, in wrapper_view
    return view_func(*args, **kwargs)
  File "C:\Users\Shubham\AppData\Local\Programs\Python\Python39\lib\site-packages\rest_framework\viewsets.py", line 125, in view
    return self.dispatch(request, *args, **kwargs)
  File "C:\Users\Shubham\AppData\Local\Programs\Python\Python39\lib\site-packages\rest_framework\views.py", line 515, in dispatch
    response = self.handle_exception(exc)
  File "C:\Users\Shubham\AppData\Local\Programs\Python\Python39\lib\site-packages\rest_framework\views.py", line 475, in handle_exception
    self.raise_uncaught_exception(exc)
  File "C:\Users\Shubham\AppData\Local\Programs\Python\Python39\lib\site-packages\rest_framework\views.py", line 486, in raise_uncaught_exception
    raise exc
  File "C:\Users\Shubham\AppData\Local\Programs\Python\Python39\lib\site-packages\rest_framework\views.py", line 512, in dispatch
    response = handler(request, *args, **kwargs)
  File "C:\Users\Shubham\AppData\Local\Programs\Python\Python39\lib\site-packages\rest_framework\mixins.py", line 40, in list
    page = self.paginate_queryset(queryset)
  File "C:\Users\Shubham\AppData\Local\Programs\Python\Python39\lib\site-packages\rest_framework\generics.py", line 175, in paginate_queryset
